[Script Info]
; Script generated by Aegisub 3.2.1
; http://www.aegisub.org/
Title: YYeTs
Original Script: YYeTs
Synch Point: 1
ScriptType: v4.00+

[Aegisub Project Garbage]
Video Zoom Percent: 1.000000
Scroll Position: 325
Active Line: 330
Video Position: 2938

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:01:00.86,0:01:02.17,*Default,NTP,0,0,0,,沒有  偶滴神
Dialogue: 0,0:01:02.17,0:01:03.98,*Default,NTP,0,0,0,,是殺千刀的斯坦福機器人隊
Dialogue: 0,0:01:03.98,0:01:05.81,*Default,NTP,0,0,0,,操  那我們是不是要遲到了
Dialogue: 0,0:01:07.15,0:01:08.38,*Default,NTP,0,0,0,,他們把公鹿機器人撞死了
Dialogue: 0,0:01:08.38,0:01:09.69,*Default,NTP,0,0,0,,去你媽的公鹿機器人
Dialogue: 0,0:01:09.69,0:01:12.33,*Default,NTP,0,0,0,,你們這群斯坦福小婊子把老子的格柵給弄壞了
Dialogue: 0,0:01:14.70,0:01:16.79,*Default,NTP,0,0,0,,真他媽不是好貨  等等
Dialogue: 0,0:01:16.79,0:01:18.19,*Default,NTP,0,0,0,,你個小賤人
Dialogue: 0,0:01:19.07,0:01:19.77,*Default,NTP,0,0,0,,臥槽
Dialogue: 0,0:01:19.77,0:01:21.35,*Default,NTP,0,0,0,,這是送你老娘的
Dialogue: 0,0:01:21.35,0:01:23.75,*Default,NTP,0,0,0,,埃利希別說了  埃利希  我們得趕去"拉維加"
Dialogue: 0,0:01:23.75,0:01:25.01,*Default,NTP,0,0,0,,別這樣
Dialogue: 0,0:01:36.16,0:01:37.42,*Default,NTP,0,0,0,,謝謝你能來  羅恩
Dialogue: 0,0:01:37.42,0:01:40.22,*Default,NTP,0,0,0,,我隨時可以為你逃掉動感單車課  理奇
Dialogue: 0,0:01:40.22,0:01:42.53,*Default,NTP,0,0,0,,理查德  理查德
Dialogue: 0,0:01:42.66,0:01:44.36,*Default,NTP,0,0,0,,我一直給你打電話你都沒接
Dialogue: 0,0:01:44.36,0:01:46.07,*Default,NTP,0,0,0,,跟爪子解釋吧  莫妮卡
Dialogue: 0,0:01:46.20,0:01:48.50,*Default,NTP,0,0,0,,理查德  你能停下嗎  我能解釋
Dialogue: 0,0:01:48.50,0:01:51.49,*Default,NTP,0,0,0,,不言自明  莫妮卡  你投票同意炒了我
Dialogue: 0,0:01:52.79,0:01:53.77,*Default,NTP,0,0,0,,搞什么啊
Dialogue: 0,0:01:54.38,0:01:58.34,*Default,NTP,0,0,0,,我才不會讓你們把我趕出去呢
Dialogue: 0,0:01:58.34,0:02:00.34,*Default,NTP,0,0,0,,我們的本意不是把你趕出去
Dialogue: 0,0:02:00.35,0:02:02.06,*Default,NTP,0,0,0,,我們希望能讓你轉入一個
Dialogue: 0,0:02:02.06,0:02:04.14,*Default,NTP,0,0,0,,更適合你的角色
Dialogue: 0,0:02:04.14,0:02:07.01,*Default,NTP,0,0,0,,一個新的首席執行官回來負責公司的運行
Dialogue: 0,0:02:07.01,0:02:11.33,*Default,NTP,0,0,0,,而你則是首席技術官
Dialogue: 0,0:02:11.33,0:02:12.93,*Default,NTP,0,0,0,,恭喜你
Dialogue: 0,0:02:13.14,0:02:14.98,*Default,NTP,0,0,0,,-首席技術官  -對
Dialogue: 0,0:02:14.98,0:02:18.72,*Default,NTP,0,0,0,,你打算讓我給我自己的公司打工
Dialogue: 0,0:02:18.72,0:02:21.14,*Default,NTP,0,0,0,,依然由你負責工程部分
Dialogue: 0,0:02:21.14,0:02:24.37,*Default,NTP,0,0,0,,你可以保留你的期權  繼續留在董事會
Dialogue: 0,0:02:24.52,0:02:28.21,*Default,NTP,0,0,0,,你是說那個一小時前投票解雇我的董事會嗎
Dialogue: 0,0:02:28.61,0:02:30.69,*Default,NTP,0,0,0,,-還真方便啊  -理查德  別這樣
Dialogue: 0,0:02:30.85,0:02:34.34,*Default,NTP,0,0,0,,我知道這事苦甜摻半  但今早
Dialogue: 0,0:02:34.34,0:02:37.56,*Default,NTP,0,0,0,,"拉維加"決定出資五百萬投資魔笛手系列A期
Dialogue: 0,0:02:37.56,0:02:41.01,*Default,NTP,0,0,0,,價值五千萬
Dialogue: 0,0:02:41.01,0:02:42.30,*Default,NTP,0,0,0,,中心思想就是  你創建的公司
Dialogue: 0,0:02:42.30,0:02:44.80,*Default,NTP,0,0,0,,對于你來說太有價值了你管不了了
Dialogue: 0,0:02:44.81,0:02:45.92,*Default,NTP,0,0,0,,你應該為自己自豪才對
Dialogue: 0,0:02:45.92,0:02:47.53,*Default,NTP,0,0,0,,你是在搞笑嗎  是我創建了這個公司
Dialogue: 0,0:02:47.53,0:02:50.13,*Default,NTP,0,0,0,,是我想到了魔笛手這個名字
Dialogue: 0,0:02:50.90,0:02:51.75,*Default,NTP,0,0,0,,對
Dialogue: 0,0:02:52.80,0:02:54.25,*Default,NTP,0,0,0,,羅恩  我能私下跟你說句話嗎
Dialogue: 0,0:02:59.46,0:03:00.92,*Default,NTP,0,0,0,,他們不能這樣對我吧
Dialogue: 0,0:03:01.40,0:03:02.93,*Default,NTP,0,0,0,,他們已經這樣對你了
Dialogue: 0,0:03:03.50,0:03:06.11,*Default,NTP,0,0,0,,你還記得你跟漢納曼搞的那個爛買賣嗎
Dialogue: 0,0:03:06.11,0:03:08.29,*Default,NTP,0,0,0,,我跟你說"理奇  這可是個爛買賣"
Dialogue: 0,0:03:08.29,0:03:09.33,*Default,NTP,0,0,0,,但你還是干了
Dialogue: 0,0:03:09.33,0:03:12.61,*Default,NTP,0,0,0,,因為你想在有限人生中瘋狂一次
Dialogue: 0,0:03:12.61,0:03:13.59,*Default,NTP,0,0,0,,對  我記得
Dialogue: 0,0:03:13.59,0:03:17.18,*Default,NTP,0,0,0,,你基本上就是給槍上了膛遞給了漢納曼
Dialogue: 0,0:03:17.18,0:03:19.50,*Default,NTP,0,0,0,,漢納曼轉身又把槍賣給了拉維加
Dialogue: 0,0:03:19.50,0:03:22.42,*Default,NTP,0,0,0,,然后拉維加用槍桿子揍了你一頓
Dialogue: 0,0:03:22.76,0:03:24.68,*Default,NTP,0,0,0,,但至少他們讓你保期權
Dialogue: 0,0:03:24.68,0:03:26.05,*Default,NTP,0,0,0,,還讓你留在董事會
Dialogue: 0,0:03:26.56,0:03:27.98,*Default,NTP,0,0,0,,你可能會損失點期權給新的首席執行官
Dialogue: 0,0:03:27.98,0:03:30.41,*Default,NTP,0,0,0,,但我見過更慘的
Dialogue: 0,0:03:31.16,0:03:33.25,*Default,NTP,0,0,0,,比如你跟漢納曼搞的那破買賣
Dialogue: 0,0:03:34.67,0:03:36.97,*Default,NTP,0,0,0,,只要給理查德一點空間
Dialogue: 0,0:03:37.20,0:03:39.17,*Default,NTP,0,0,0,,他是可以逐漸接受現實的
Dialogue: 0,0:03:39.18,0:03:42.41,*Default,NTP,0,0,0,,這樣新首席執行官就能平穩上任
Dialogue: 0,0:03:42.41,0:03:45.38,*Default,NTP,0,0,0,,我曾擔任'亞威亞托'首席執行官...
Dialogue: 0,0:03:45.38,0:03:48.06,*Default,NTP,0,0,0,,巴赫曼先生
Dialogue: 0,0:03:48.06,0:03:51.51,*Default,NTP,0,0,0,,在我參與投資的'魔笛手'公司里
Dialogue: 0,0:03:51.51,0:03:55.19,*Default,NTP,0,0,0,,你現在不會是首席執行官  永遠也不會
Dialogue: 0,0:03:55.88,0:03:59.94,*Default,NTP,0,0,0,,女士  您可真是頂級悍婦啊
Dialogue: 0,0:03:59.94,0:04:02.06,*Default,NTP,0,0,0,,聽著  我不會坐以待斃的
Dialogue: 0,0:04:02.06,0:04:03.26,*Default,NTP,0,0,0,,我要反抗
Dialogue: 0,0:04:03.26,0:04:04.65,*Default,NTP,0,0,0,,我理解你很生氣
Dialogue: 0,0:04:04.65,0:04:08.47,*Default,NTP,0,0,0,,大家也看得出  我的情緒也很激動
Dialogue: 0,0:04:08.84,0:04:10.92,*Default,NTP,0,0,0,,但參與競爭首席執行官席位的候選人
Dialogue: 0,0:04:10.92,0:04:12.59,*Default,NTP,0,0,0,,不少都非常有競爭力
Dialogue: 0,0:04:12.59,0:04:14.84,*Default,NTP,0,0,0,,我們很期待能聽到你的意見
Dialogue: 0,0:04:14.84,0:04:15.91,*Default,NTP,0,0,0,,我的意見
Dialogue: 0,0:04:16.86,0:04:20.48,*Default,NTP,0,0,0,,你想讓我幫你們挑人來頂替我嗎
Dialogue: 0,0:04:20.69,0:04:22.06,*Default,NTP,0,0,0,,那我還不如辭職算了
Dialogue: 0,0:04:22.17,0:04:24.07,*Default,NTP,0,0,0,,損失多少錢我都不在乎了
Dialogue: 0,0:04:24.07,0:04:26.08,*Default,NTP,0,0,0,,反正等我告你們個底朝天
Dialogue: 0,0:04:26.08,0:04:28.32,*Default,NTP,0,0,0,,我都能賺回來
Dialogue: 0,0:04:31.99,0:04:34.27,*Default,NTP,0,0,0,,好吧  算了  算了
Dialogue: 0,0:04:35.35,0:04:37.21,*Default,NTP,0,0,0,,羅恩  走了
Dialogue: 0,0:04:37.21,0:04:39.27,*Default,NTP,0,0,0,,抱歉  我必須告知您
Dialogue: 0,0:04:39.27,0:04:42.62,*Default,NTP,0,0,0,,我將無法繼續為您提供法律咨詢服務
Dialogue: 0,0:04:43.40,0:04:45.32,*Default,NTP,0,0,0,,你這是什么意思  你是我的律師
Dialogue: 0,0:04:45.99,0:04:50.32,*Default,NTP,0,0,0,,不  理論上講  我是'魔笛手'的企業律師
Dialogue: 0,0:04:50.32,0:04:52.88,*Default,NTP,0,0,0,,而你剛宣布了辭職意向
Dialogue: 0,0:04:52.88,0:04:57.21,*Default,NTP,0,0,0,,所以實質上  你算是威脅要起訴我了
Dialogue: 0,0:04:57.75,0:05:00.41,*Default,NTP,0,0,0,,而我不怎么喜歡被威脅  亨德里克斯先生
Dialogue: 0,0:05:00.66,0:05:02.05,*Default,NTP,0,0,0,,亨德里克斯先生
Dialogue: 0,0:05:02.60,0:05:04.45,*Default,NTP,0,0,0,,不叫我'理奇'了
Dialogue: 0,0:05:04.89,0:05:06.86,*Default,NTP,0,0,0,,抱歉  我也不能與你
Dialogue: 0,0:05:06.87,0:05:08.70,*Default,NTP,0,0,0,,談論他  亨德里克斯先生
Dialogue: 0,0:05:11.52,0:05:13.60,*Default,NTP,0,0,0,,理查德  如果我不投票開除你
Dialogue: 0,0:05:13.60,0:05:15.37,*Default,NTP,0,0,0,,勞里只會暫停會議
Dialogue: 0,0:05:15.37,0:05:17.47,*Default,NTP,0,0,0,,在'拉維加'隨便找個人替我當董事
Dialogue: 0,0:05:17.47,0:05:19.35,*Default,NTP,0,0,0,,然后他們一樣會投票開除你
Dialogue: 0,0:05:19.35,0:05:21.33,*Default,NTP,0,0,0,,至少這樣我還在內部
Dialogue: 0,0:05:21.33,0:05:23.77,*Default,NTP,0,0,0,,你是想說  這樣你還有工作吧
Dialogue: 0,0:05:23.82,0:05:26.93,*Default,NTP,0,0,0,,猶太背叛自己領導  背叛耶穌的時候
Dialogue: 0,0:05:26.93,0:05:29.54,*Default,NTP,0,0,0,,至少他還懂得自殺
Dialogue: 0,0:05:29.54,0:05:31.98,*Default,NTP,0,0,0,,全世界的首席執行官  聽說過嗎
Dialogue: 0,0:05:31.98,0:05:33.94,*Default,NTP,0,0,0,,懂  我讀的天主教學校
Dialogue: 0,0:05:33.94,0:05:35.17,*Default,NTP,0,0,0,,是嗎  讀了多久
Dialogue: 0,0:05:35.88,0:05:38.25,*Default,NTP,0,0,0,,聽我說  我還是公司的董事
Dialogue: 0,0:05:38.25,0:05:40.33,*Default,NTP,0,0,0,,我還會參加全部會議
Dialogue: 0,0:05:40.52,0:05:42.10,*Default,NTP,0,0,0,,也許什么時候就能幫上忙
Dialogue: 0,0:05:42.10,0:05:43.72,*Default,NTP,0,0,0,,想幫忙嗎  莫妮卡
Dialogue: 0,0:05:44.25,0:05:46.23,*Default,NTP,0,0,0,,說服勞里讓我繼續做首席執行官
Dialogue: 0,0:05:46.35,0:05:49.39,*Default,NTP,0,0,0,,我知道我犯過錯  人無完人
Dialogue: 0,0:05:49.39,0:05:52.80,*Default,NTP,0,0,0,,但我會改進的  哪怕像'推特'那家伙一樣
Dialogue: 0,0:05:52.80,0:05:54.29,*Default,NTP,0,0,0,,找個什么首席執行官教練
Dialogue: 0,0:05:54.29,0:05:56.10,*Default,NTP,0,0,0,,理查德  沒用的
Dialogue: 0,0:05:56.58,0:05:58.28,*Default,NTP,0,0,0,,勞里已經找到新首席執行官了
Dialogue: 0,0:05:58.51,0:05:59.63,*Default,NTP,0,0,0,,什么  這么快
Dialogue: 0,0:05:59.63,0:06:02.04,*Default,NTP,0,0,0,,你說你不想參與面試
Dialogue: 0,0:06:02.04,0:06:03.76,*Default,NTP,0,0,0,,所以他們今早就定了人選
Dialogue: 0,0:06:04.13,0:06:08.18,*Default,NTP,0,0,0,,杰克·巴克  是位極老練的頂級首席執行官
Dialogue: 0,0:06:08.18,0:06:10.52,*Default,NTP,0,0,0,,我才不管他是誰  沒人在乎
Dialogue: 0,0:06:11.24,0:06:12.84,*Default,NTP,0,0,0,,{\an8}杰克·巴克\N行動者杰克·巴克\N杰克·巴克凈身價\N杰克·巴克抗癌基金\N杰克·巴克'企融系統'\N杰克·巴克'轉角遇到線'
Dialogue: 0,0:06:13.61,0:06:15.12,*Default,NTP,0,0,0,,行動者杰克·巴克
Dialogue: 0,0:06:15.21,0:06:18.63,*Default,NTP,0,0,0,,開玩笑嗎  居然不要我要那個白毛老骨頭
Dialogue: 0,0:06:18.63,0:06:20.53,*Default,NTP,0,0,0,,不是說你拒了他們嗎
Dialogue: 0,0:06:21.06,0:06:22.89,*Default,NTP,0,0,0,,我說的是  我們互相沒看上
Dialogue: 0,0:06:23.88,0:06:25.17,*Default,NTP,0,0,0,,怎么了  這形容挺準確的
Dialogue: 0,0:06:25.17,0:06:27.25,*Default,NTP,0,0,0,,他管理過'企融系統'
Dialogue: 0,0:06:27.25,0:06:30.69,*Default,NTP,0,0,0,,1998年首次公開募股超過十億美元
Dialogue: 0,0:06:30.69,0:06:32.54,*Default,NTP,0,0,0,,是嗎  那他媽都20年前了
Dialogue: 0,0:06:32.54,0:06:34.66,*Default,NTP,0,0,0,,那是科技圈1.0  最近呢
Dialogue: 0,0:06:34.66,0:06:37.17,*Default,NTP,0,0,0,,之后管理'轉角遇到線'四年
Dialogue: 0,0:06:37.17,0:06:40.85,*Default,NTP,0,0,0,,直到公司以20億被微軟收購
Dialogue: 0,0:06:40.85,0:06:43.21,*Default,NTP,0,0,0,,老天爺  這家伙了不得
Dialogue: 0,0:06:43.23,0:06:46.50,*Default,NTP,0,0,0,,那也是20世紀前十年  中期他做什么去了
Dialogue: 0,0:06:46.77,0:06:48.58,*Default,NTP,0,0,0,,看起來他以他母親的名義
Dialogue: 0,0:06:48.58,0:06:50.86,*Default,NTP,0,0,0,,發起了一個基金會  目的是治療癌癥
Dialogue: 0,0:06:50.87,0:06:52.20,*Default,NTP,0,0,0,,后來情況如何
Dialogue: 0,0:06:52.64,0:06:54.50,*Default,NTP,0,0,0,,他媽肯定死了
Dialogue: 0,0:06:54.74,0:06:57.45,*Default,NTP,0,0,0,,是  正因此他才成立基金會的吧
Dialogue: 0,0:06:58.22,0:07:00.29,*Default,NTP,0,0,0,,理查德  勞里明天就跟他見面了
Dialogue: 0,0:07:00.29,0:07:01.66,*Default,NTP,0,0,0,,你應該一起去跟他談談
Dialogue: 0,0:07:01.66,0:07:03.36,*Default,NTP,0,0,0,,門都沒有
Dialogue: 0,0:07:03.36,0:07:05.07,*Default,NTP,0,0,0,,你好好想想  你要知道
Dialogue: 0,0:07:05.07,0:07:07.24,*Default,NTP,0,0,0,,你無法再創建一家壓縮算法公司了
Dialogue: 0,0:07:07.24,0:07:09.67,*Default,NTP,0,0,0,,不會有風投人冒著被起訴風險去投資
Dialogue: 0,0:07:09.67,0:07:13.05,*Default,NTP,0,0,0,,除非你想到了完全與眾不同
Dialogue: 0,0:07:13.06,0:07:14.87,*Default,NTP,0,0,0,,扭轉乾坤的點子
Dialogue: 0,0:07:14.88,0:07:17.66,*Default,NTP,0,0,0,,你是說如果我走我就完蛋了嗎
Dialogue: 0,0:07:17.76,0:07:19.40,*Default,NTP,0,0,0,,不  我是說...
Dialogue: 0,0:07:19.41,0:07:20.93,*Default,NTP,0,0,0,,好吧  那我就算完蛋了
Dialogue: 0,0:07:21.48,0:07:22.58,*Default,NTP,0,0,0,,因為我走定了
Dialogue: 0,0:07:22.69,0:07:26.30,*Default,NTP,0,0,0,,我走的話賈里德也走  迪尼希和吉爾弗約爾都走
Dialogue: 0,0:07:26.30,0:07:27.15,*Default,NTP,0,0,0,,所有人都走了
Dialogue: 0,0:07:27.15,0:07:29.27,*Default,NTP,0,0,0,,所以祝你在公司里好運  莫妮卡
Dialogue: 0,0:07:29.27,0:07:31.13,*Default,NTP,0,0,0,,就只剩下你  勞里·布里姆
Dialogue: 0,0:07:31.13,0:07:33.83,*Default,NTP,0,0,0,,還有個癌癥都治不好的混蛋了
Dialogue: 0,0:07:35.49,0:07:36.35,*Default,NTP,0,0,0,,他說得對
Dialogue: 0,0:07:36.97,0:07:38.58,*Default,NTP,0,0,0,,理查德去哪里我就去哪里
Dialogue: 0,0:07:40.00,0:07:42.33,*Default,NTP,0,0,0,,莫妮卡  原諒我現在有點嗨
Dialogue: 0,0:07:42.33,0:07:43.84,*Default,NTP,0,0,0,,但天主教學校里的人
Dialogue: 0,0:07:43.85,0:07:46.19,*Default,NTP,0,0,0,,跟他們在網上一樣那么低級趣味嗎
Dialogue: 0,0:07:46.19,0:07:47.48,*Default,NTP,0,0,0,,滾
Dialogue: 0,0:07:49.92,0:07:51.39,*Default,NTP,0,0,0,,你告訴理查德你走了嗎
Dialogue: 0,0:07:52.27,0:07:53.34,*Default,NTP,0,0,0,,沒有  你呢
Dialogue: 0,0:07:53.77,0:07:54.56,*Default,NTP,0,0,0,,沒有
Dialogue: 0,0:07:56.94,0:07:57.85,*Default,NTP,0,0,0,,我們走嗎
Dialogue: 0,0:08:03.84,0:08:05.67,*Default,NTP,0,0,0,,蓋文告訴你是什么事了嗎
Dialogue: 0,0:08:06.65,0:08:09.15,*Default,NTP,0,0,0,,我們很久沒說話了
Dialogue: 0,0:08:16.13,0:08:18.00,*Default,NTP,0,0,0,,事出緊急  感謝大家前來
Dialogue: 0,0:08:18.33,0:08:20.17,*Default,NTP,0,0,0,,我要發表一個艱難的聲明
Dialogue: 0,0:08:20.49,0:08:23.60,*Default,NTP,0,0,0,,我們做技術的通常認為失敗是好事
Dialogue: 0,0:08:23.60,0:08:25.03,*Default,NTP,0,0,0,,失敗是成長
Dialogue: 0,0:08:25.15,0:08:26.45,*Default,NTP,0,0,0,,失敗是學習
Dialogue: 0,0:08:26.77,0:08:29.75,*Default,NTP,0,0,0,,但有時失敗就是失敗
Dialogue: 0,0:08:30.93,0:08:31.87,*Default,NTP,0,0,0,,我認為...
Dialogue: 0,0:08:35.79,0:08:36.67,*Default,NTP,0,0,0,,抱歉
Dialogue: 0,0:08:37.41,0:08:38.92,*Default,NTP,0,0,0,,我沒想到會這么難
Dialogue: 0,0:08:39.68,0:08:41.21,*Default,NTP,0,0,0,,但是再見總是很難
Dialogue: 0,0:08:42.00,0:08:43.91,*Default,NTP,0,0,0,,尤其說再見的那個人是我
Dialogue: 0,0:08:44.84,0:08:46.95,*Default,NTP,0,0,0,,今天  立即生效
Dialogue: 0,0:08:47.27,0:08:50.72,*Default,NTP,0,0,0,,我蓋文·貝爾森  互利的創始人兼首席執行官
Dialogue: 0,0:08:51.12,0:08:56.21,*Default,NTP,0,0,0,,被迫跟紐核力部門的所有人再見
Dialogue: 0,0:08:57.82,0:09:01.02,*Default,NTP,0,0,0,,紐核力所有員工都會收到正式解約通知
Dialogue: 0,0:09:01.02,0:09:02.39,*Default,NTP,0,0,0,,但大家不要搞錯了
Dialogue: 0,0:09:02.39,0:09:04.01,*Default,NTP,0,0,0,,盡管走的是他們
Dialogue: 0,0:09:04.30,0:09:06.05,*Default,NTP,0,0,0,,但是我必須
Dialogue: 0,0:09:06.05,0:09:08.83,*Default,NTP,0,0,0,,承受他們失敗的重擔
Dialogue: 0,0:09:08.94,0:09:10.22,*Default,NTP,0,0,0,,是我的錯
Dialogue: 0,0:09:10.91,0:09:13.33,*Default,NTP,0,0,0,,我信任了他們能完成工作
Dialogue: 0,0:09:14.09,0:09:16.71,*Default,NTP,0,0,0,,但這就是領導的代價
Dialogue: 0,0:09:18.64,0:09:19.46,*Default,NTP,0,0,0,,謝謝
Dialogue: 0,0:09:22.70,0:09:24.68,*Default,NTP,0,0,0,,我第一次見這么勇敢的行為
Dialogue: 0,0:09:25.17,0:09:26.08,*Default,NTP,0,0,0,,令人驚嘆
Dialogue: 0,0:09:26.83,0:09:28.24,*Default,NTP,0,0,0,,慢著  這是說...
Dialogue: 0,0:09:29.39,0:09:31.59,*Default,NTP,0,0,0,,丹波克
Dialogue: 0,0:09:32.01,0:09:33.47,*Default,NTP,0,0,0,,我能喝你的大杯飲料嗎
Dialogue: 0,0:09:43.20,0:09:44.63,*Default,NTP,0,0,0,,我知道我們一直這么說
Dialogue: 0,0:09:44.63,0:09:46.85,*Default,NTP,0,0,0,,但即便理查德是個好人
Dialogue: 0,0:09:46.86,0:09:47.92,*Default,NTP,0,0,0,,才華橫溢的碼農
Dialogue: 0,0:09:47.92,0:09:49.36,*Default,NTP,0,0,0,,他很厲害
Dialogue: 0,0:09:49.36,0:09:52.82,*Default,NTP,0,0,0,,但是  他有點缺乏...
Dialogue: 0,0:09:54.19,0:09:56.05,*Default,NTP,0,0,0,,管理能力
Dialogue: 0,0:09:56.05,0:09:57.24,*Default,NTP,0,0,0,,-說得對  -對吧
Dialogue: 0,0:09:57.24,0:09:58.52,*Default,NTP,0,0,0,,他仍然是個很棒的碼農
Dialogue: 0,0:09:58.52,0:10:00.52,*Default,NTP,0,0,0,,而且是個很棒的人
Dialogue: 0,0:10:00.52,0:10:01.88,*Default,NTP,0,0,0,,-好了  聽著  -真的...
Dialogue: 0,0:10:02.36,0:10:03.92,*Default,NTP,0,0,0,,我們有很多關于他的話想說
Dialogue: 0,0:10:03.92,0:10:06.61,*Default,NTP,0,0,0,,但是非得這么冠冕堂皇地夸他嗎
Dialogue: 0,0:10:06.61,0:10:08.60,*Default,NTP,0,0,0,,如果要這樣  我們要在這里待一整晚了
Dialogue: 0,0:10:08.60,0:10:09.74,*Default,NTP,0,0,0,,其實是要夸夸他的
Dialogue: 0,0:10:09.74,0:10:12.56,*Default,NTP,0,0,0,,這樣才能抵消他做的那些破事
Dialogue: 0,0:10:12.67,0:10:14.94,*Default,NTP,0,0,0,,我們用字典補丁式方法來說怎么樣
Dialogue: 0,0:10:16.13,0:10:17.61,*Default,NTP,0,0,0,,把這些夸他的話壓縮起來
Dialogue: 0,0:10:17.61,0:10:19.11,*Default,NTP,0,0,0,,變成縮寫那樣
Dialogue: 0,0:10:19.11,0:10:20.04,*Default,NTP,0,0,0,,沒錯
Dialogue: 0,0:10:20.16,0:10:23.13,*Default,NTP,0,0,0,,理查德人很好  但是
Dialogue: 0,0:10:23.89,0:10:25.15,*Default,NTP,0,0,0,,理-人-好-但
Dialogue: 0,0:10:25.39,0:10:26.30,*Default,NTP,0,0,0,,理人好但
Dialogue: 0,0:10:26.30,0:10:29.28,*Default,NTP,0,0,0,,理人好但就代表了所有夸他的話
Dialogue: 0,0:10:29.28,0:10:31.07,*Default,NTP,0,0,0,,好  理人好但
Dialogue: 0,0:10:31.08,0:10:32.88,*Default,NTP,0,0,0,,他就假定我們會跟他一起走
Dialogue: 0,0:10:32.89,0:10:34.59,*Default,NTP,0,0,0,,這根本就是扯淡啊
Dialogue: 0,0:10:34.60,0:10:35.86,*Default,NTP,0,0,0,,太目中無人了
Dialogue: 0,0:10:35.86,0:10:38.17,*Default,NTP,0,0,0,,理人好但  我們放棄了自己的應用
Dialogue: 0,0:10:38.60,0:10:40.22,*Default,NTP,0,0,0,,就為了能為他赴湯蹈火
Dialogue: 0,0:10:40.22,0:10:42.69,*Default,NTP,0,0,0,,我們憑啥要在被風投看上的關口
Dialogue: 0,0:10:42.69,0:10:43.78,*Default,NTP,0,0,0,,放棄自己在魔笛手的期權
